line_no,bank,bank_variant,cue_name,battle_cue_id,cue,sequence,waveform,awb_stream,character_code,character_name,gender,voice_target,classification,action,status,uexp_path,awb_path,audio_duration_sec,english_text,thai_text,transcript_status,transcript_source,battle_cry_class,thai_battle_cry
2987,V_M_NAR_EN,,V_M_NAR_BTL_17420,17420,57,57,57,58,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.531,Wind!,ลม!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2988,V_M_NAR_EN,,V_M_NAR_BTL_17421,17421,58,58,58,59,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.549,Ice!,น้ำแข็ง!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2989,V_M_NAR_EN,,V_M_NAR_BTL_17422,17422,59,59,59,60,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.857,Lightning!,สายฟ้า!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2990,V_M_NAR_EN,,V_M_NAR_BTL_17423,17423,60,60,60,61,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.738,Fire!,ไฟ!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2991,V_M_NAR_EN,,V_M_NAR_BTL_17424,17424,61,61,61,62,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.657,The fruits of my studies.,ผลจากการศึกษาของข้า,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2992,V_M_NAR_EN,,V_M_NAR_BTL_17430,17430,62,62,62,63,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.135,"Just hold on, everyone!",ทุกคน อดทนไว้นะ!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2993,V_M_NAR_EN,,V_M_NAR_BTL_17431,17431,63,63,63,64,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.841,Leave it to me.,ฝากไว้กับข้า,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2994,V_M_NAR_EN,,V_M_NAR_BTL_17450,17450,64,64,64,65,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.17,It's not over yet.,มันยังไม่จบ,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2995,V_M_NAR_EN,,V_M_NAR_BTL_17480,17480,65,65,65,66,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.634,Feel the might of my magic!,สัมผัสพลังเวทของข้า!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2996,V_M_NAR_EN,,V_M_NAR_BTL_17500,17500,66,66,66,67,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.77,I've got it.,เข้าใจแล้ว,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2997,V_M_NAR_EN,,V_M_NAR_BTL_17600,17600,67,67,67,68,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.579,I can help more than ever now.,ตอนนี้ข้าช่วยได้มากกว่าเดิม,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2998,V_M_NAR_EN,,V_M_NAR_BTL_17700,17700,68,68,68,69,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.769,I did it!,ข้าทำได้!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2999,V_M_NAR_EN,,V_M_NAR_BTL_17800,17800,69,69,69,70,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.76,"I'll make you proud, grandfather.",ข้าจะทำให้ท่านภูมิใจ คุณปู่,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3000,V_M_NAR_EN,,V_M_NAR_BTL_17900,17900,70,70,70,71,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.635,My magic is at your disposal.,เวทมนตร์ของข้าพร้อมให้ใช้,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3001,V_M_NAR_EN,,V_M_NAR_BTL_18000,18000,71,71,71,72,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.99,I'll do my best.,ข้าจะทำให้ดีที่สุด,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3002,V_M_NAR_EN,,V_M_NAR_BTL_18200,18200,72,72,72,73,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,2.707,I did pretty good out there. I hope.,ข้าทำได้ดีนะ...หวังว่า,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3003,V_M_NAR_EN,,V_M_NAR_BTL_18300,18300,73,73,73,74,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.549,I'm stronger than I thought.,ข้าแข็งแกร่งกว่าที่คิด,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3004,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_00400,400,0,0,0,1,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,1.576,You'll pay for this!,เจ้าต้องชดใช้!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3005,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_00500,500,1,1,1,2,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,1.573,None of you will survive this!,พวกเจ้าจะไม่มีใครรอด!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3006,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_00600,600,2,2,2,3,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,1.449,You've done enough damage!,พวกเจ้าสร้างความเสียหายมาพอแล้ว!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3007,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_01700,1700,3,3,3,4,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,1.72,You're quite formidable.,เจ้าช่างน่าเกรงขาม,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3008,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_01800,1800,4,4,4,5,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,2.993,I... I had a vision!,ข้า...ข้าเห็นนิมิต!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3009,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_01900,1900,5,5,5,6,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,0.468,[BATTLE CRY],อ่ะ!,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,HURT_CRY,อ่ะ!
3010,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_02700,2700,6,6,6,7,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,3.682,This is most inconvenient.,น่ารำคาญจริง ๆ,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3011,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_02800,2800,7,7,7,8,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,2.923,"Ah, ah, ah.",อา อา อา,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3012,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_02900,2900,8,8,8,9,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,0.505,[BATTLE CRY],ฮ้า!,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,ATTACK_CRY,ฮ้า!
3013,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_03000,3000,9,9,9,10,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,0.429,There!,นั่น!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3014,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_03100,3100,10,10,10,11,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,1.231,Time to strike!,ได้เวลาโจมตี!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3015,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_03200,3200,11,11,11,12,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,0.483,Tchah!,ชิยะ!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3016,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_03500,3500,12,12,12,13,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,2.031,You sad fool!,ไอ้คนโง่น่าสมเพช!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3017,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_08800,8800,13,13,13,14,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,1.149,How nice!,ดีจัง!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3018,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_08900,8900,14,14,14,15,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,1.791,Think you can outlast me?,คิดว่าจะทนข้าไหวหรือ?,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3019,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_09000,9000,15,15,15,16,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,1.322,Ignorant fool!,เจ้าโง่ไร้ความรู้!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3020,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_14200,14200,16,16,16,17,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,1.339,Magnificent!,ยอดเยี่ยม!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3021,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_14300,14300,17,17,17,18,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,0.839,Marvelous!,มหัศจรรย์!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3022,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_14400,14400,18,18,18,19,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,0.684,[BATTLE CRY],อ้าก!,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,HURT_CRY,อ้าก!
3023,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_14500,14500,19,19,19,20,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,1.451,Misplayed my hand.,ข้าเดินหมากพลาด,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3024,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_14600,14600,20,20,20,21,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,0.55,[BATTLE CRY],อ๊าก!,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,HURT_CRY,อ๊าก!
3025,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_14700,14700,21,21,21,22,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,0.445,[BATTLE CRY],อึ่ก!,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,HURT_CRY,อึ่ก!
3026,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_14800,14800,22,22,22,23,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,0.48,[BATTLE CRY],อั่ก!,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,HURT_CRY,อั่ก!
3027,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_15000,15000,23,23,23,24,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,1.168,HWAAA!,ว๊าก!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3028,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_15100,15100,24,24,24,25,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,1.326,[BATTLE CRY],โอ๊ย!,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,HURT_CRY,โอ๊ย!
3029,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_15400,15400,25,25,25,26,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,0.287,[BATTLE CRY],ฮ่า!,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,EVADE_GUARD,ฮ่า!
3030,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_15500,15500,26,26,26,27,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,0.467,Hoo!,โฮ่!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3031,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_15600,15600,27,27,27,28,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,2.364,"Ah, yes, that will do nicely.",อา ใช่ แบบนี้ดีมาก,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3032,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_15700,15700,28,28,28,29,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,2.923,Fine work.,ทำได้ดี,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3033,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_15900,15900,29,29,29,30,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,2.019,"Yes, this will do.",ใช่ แบบนี้แหละ,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3034,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_16000,16000,30,30,30,31,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,1.662,"Ah, timely.",อา มาทันเวลา,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3035,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_16200,16200,31,31,31,32,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,2.866,"Uh, my vision.",อึก สายตาของข้า...,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3036,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_17410,17410,32,32,32,33,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,1.845,This shall be your undoing!,นี่จะเป็นจุดจบของเจ้า!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3037,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_17411,17411,33,33,33,34,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,1.633,This is how I win!,นี่คือวิธีที่ข้าชนะ!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3038,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_17420,17420,34,34,34,35,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,1.556,"Strike true, mine arrow!",ลูกธนูของข้า จงเข้าเป้า!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3039,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_17421,17421,35,35,35,36,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,2.256,I shall rob them of sight.,ข้าจะพรากการมองเห็นของพวกมัน,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
3040,V_M_PTR_E_EN,E,V_M_PTR_E_BTL_17440,17440,36,36,36,37,PTR,พาทริเอ็ทท์,male,patriatte,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_PTR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_PTR_E_EN.awb,1.674,Use your heads!,ใช้หัวคิดหน่อย!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
